surah_no,surah_name_en,surah_name_roman,ayah_no_surah,ayah_no_quran,,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words,emotion
28,The Stories,Al-Qasas,69,3321,,وَهُوَ ٱللَّهُ لَآ إِلَٰهَ إِلَّا هُوَ ۖ لَهُ ٱلْحَمْدُ فِى ٱلْأُولَىٰ وَٱلْءَاخِرَةِ ۖ وَلَهُ ٱلْحُكْمُ وَإِلَيْهِ تُرْجَعُونَ,He is God: there is no god but Him. All Praise is due to Him in this world and the hereafter. His is the Judgement and to Him you shall be returned.,340,20,5,157,88,6236,Meccan,FALSE,,17,"[وَهُوَ,ٱللَّهُ,لَآ,إِلَٰهَ,إِلَّا,هُوَ,ۖ,لَهُ,ٱلْحَمْدُ,فِى,ٱلْأُولَىٰ,وَٱلْءَاخِرَةِ,ۖ,وَلَهُ,ٱلْحُكْمُ,وَإِلَيْهِ,تُرْجَعُونَ]",hope
28,The Stories,Al-Qasas,70,3322,,قُلْ أَرَءَيْتُمْ إِن جَعَلَ ٱللَّهُ عَلَيْكُمُ ٱلَّيْلَ سَرْمَدًا إِلَىٰ يَوْمِ ٱلْقِيَٰمَةِ مَنْ إِلَٰهٌ غَيْرُ ٱللَّهِ يَأْتِيكُم بِضِيَآءٍ ۖ أَفَلَا تَسْمَعُونَ,"Ask them, ""Tell me, if God were to extend perpetual night over you till the Day of Judgement, is there any deity other than God that could bring you light? Will you not listen?""",340,20,5,157,88,6236,Meccan,FALSE,,20,"[قُلْ,أَرَءَيْتُمْ,إِن,جَعَلَ,ٱللَّهُ,عَلَيْكُمُ,ٱلَّيْلَ,سَرْمَدًا,إِلَىٰ,يَوْمِ,ٱلْقِيَٰمَةِ,مَنْ,إِلَٰهٌ,غَيْرُ,ٱللَّهِ,يَأْتِيكُم,بِضِيَآءٍ,ۖ,أَفَلَا,تَسْمَعُونَ]",hope
28,The Stories,Al-Qasas,71,3323,,قُلْ أَرَءَيْتُمْ إِن جَعَلَ ٱللَّهُ عَلَيْكُمُ ٱلنَّهَارَ سَرْمَدًا إِلَىٰ يَوْمِ ٱلْقِيَٰمَةِ مَنْ إِلَٰهٌ غَيْرُ ٱللَّهِ يَأْتِيكُم بِلَيْلٍۢ تَسْكُنُونَ فِيهِ ۖ أَفَلَا تُبْصِرُونَ,"Say, ""Tell me, if God were to extend perpetual day over you till the Day of Judgement -- is there any deity other than God that could bring you night, in which to rest? Will you not then see?""",340,20,5,157,88,6236,Meccan,FALSE,,22,"[قُلْ,أَرَءَيْتُمْ,إِن,جَعَلَ,ٱللَّهُ,عَلَيْكُمُ,ٱلنَّهَارَ,سَرْمَدًا,إِلَىٰ,يَوْمِ,ٱلْقِيَٰمَةِ,مَنْ,إِلَٰهٌ,غَيْرُ,ٱللَّهِ,يَأْتِيكُم,بِلَيْلٍۢ,تَسْكُنُونَ,فِيهِ,ۖ,أَفَلَا,تُبْصِرُونَ]",hope
28,The Stories,Al-Qasas,72,3324,,وَمِن رَّحْمَتِهِۦ جَعَلَ لَكُمُ ٱلَّيْلَ وَٱلنَّهَارَ لِتَسْكُنُوا۟ فِيهِ وَلِتَبْتَغُوا۟ مِن فَضْلِهِۦ وَلَعَلَّكُمْ تَشْكُرُونَ,"In His mercy He has made for you the night and the day, during which you may rest, and seek His bounty and be grateful.",340,20,5,157,88,6236,Meccan,FALSE,,13,"[وَمِن,رَّحْمَتِهِۦ,جَعَلَ,لَكُمُ,ٱلَّيْلَ,وَٱلنَّهَارَ,لِتَسْكُنُوا۟,فِيهِ,وَلِتَبْتَغُوا۟,مِن,فَضْلِهِۦ,وَلَعَلَّكُمْ,تَشْكُرُونَ]",hope
28,The Stories,Al-Qasas,73,3325,,وَيَوْمَ يُنَادِيهِمْ فَيَقُولُ أَيْنَ شُرَكَآءِىَ ٱلَّذِينَ كُنتُمْ تَزْعُمُونَ,"And on the Day He shall call out to them and say, ""Where are those whom you alleged were My partners.""",340,20,5,157,88,6236,Meccan,FALSE,,8,"[وَيَوْمَ,يُنَادِيهِمْ,فَيَقُولُ,أَيْنَ,شُرَكَآءِىَ,ٱلَّذِينَ,كُنتُمْ,تَزْعُمُونَ]",divine justice
28,The Stories,Al-Qasas,74,3326,,وَنَزَعْنَا مِن كُلِّ أُمَّةٍۢ شَهِيدًۭا فَقُلْنَا هَاتُوا۟ بُرْهَٰنَكُمْ فَعَلِمُوٓا۟ أَنَّ ٱلْحَقَّ لِلَّهِ وَضَلَّ عَنْهُم مَّا كَانُوا۟ يَفْتَرُونَ,"And We shall bring forth from every people a witness and We shall say to them: ""Bring your proof."" Then they will know that truth belongs to God alone, and that which they used to invent will fall away from them.",340,20,5,157,88,6236,Meccan,FALSE,,17,"[وَنَزَعْنَا,مِن,كُلِّ,أُمَّةٍۢ,شَهِيدًۭا,فَقُلْنَا,هَاتُوا۟,بُرْهَٰنَكُمْ,فَعَلِمُوٓا۟,أَنَّ,ٱلْحَقَّ,لِلَّهِ,وَضَلَّ,عَنْهُم,مَّا,كَانُوا۟,يَفْتَرُونَ]",grief
28,The Stories,Al-Qasas,75,3327,,۞ إِنَّ قَٰرُونَ كَانَ مِن قَوْمِ مُوسَىٰ فَبَغَىٰ عَلَيْهِمْ ۖ وَءَاتَيْنَٰهُ مِنَ ٱلْكُنُوزِ مَآ إِنَّ مَفَاتِحَهُۥ لَتَنُوٓأُ بِٱلْعُصْبَةِ أُو۟لِى ٱلْقُوَّةِ إِذْ قَالَ لَهُۥ قَوْمُهُۥ لَا تَفْرَحْ ۖ إِنَّ ٱللَّهَ لَا يُحِبُّ ٱلْفَرِحِينَ,"Korah was one of Moses' people, but he behaved arrogantly towards them. We had given him such treasures that their very keys would have weighed down a band of strong men. His people said to him, ""Do not exult in your riches, for God does not love the exultant.",341,20,5,158,88,6236,Meccan,FALSE,,32,"[۞,إِنَّ,قَٰرُونَ,كَانَ,مِن,قَوْمِ,مُوسَىٰ,فَبَغَىٰ,عَلَيْهِمْ,ۖ,وَءَاتَيْنَٰهُ,مِنَ,ٱلْكُنُوزِ,مَآ,إِنَّ,مَفَاتِحَهُۥ,لَتَنُوٓأُ,بِٱلْعُصْبَةِ,أُو۟لِى,ٱلْقُوَّةِ,إِذْ,قَالَ,لَهُۥ,قَوْمُهُۥ,لَا,تَفْرَحْ,ۖ,إِنَّ,ٱللَّهَ,لَا,يُحِبُّ,ٱلْفَرِحِينَ]",hope
28,The Stories,Al-Qasas,76,3328,,وَٱبْتَغِ فِيمَآ ءَاتَىٰكَ ٱللَّهُ ٱلدَّارَ ٱلْءَاخِرَةَ ۖ وَلَا تَنسَ نَصِيبَكَ مِنَ ٱلدُّنْيَا ۖ وَأَحْسِن كَمَآ أَحْسَنَ ٱللَّهُ إِلَيْكَ ۖ وَلَا تَبْغِ ٱلْفَسَادَ فِى ٱلْأَرْضِ ۖ إِنَّ ٱللَّهَ لَا يُحِبُّ ٱلْمُفْسِدِينَ,"But seek the Home of the Hereafter by means of that which God has bestowed on you; do not forget to take your portion \[of the Hereafter\] in this world."" Be good to others as God has been good to you and do not strive for evil in the land, for God does not love the evil-doers.""",341,20,5,158,88,6236,Meccan,FALSE,,30,"[وَٱبْتَغِ,فِيمَآ,ءَاتَىٰكَ,ٱللَّهُ,ٱلدَّارَ,ٱلْءَاخِرَةَ,ۖ,وَلَا,تَنسَ,نَصِيبَكَ,مِنَ,ٱلدُّنْيَا,ۖ,وَأَحْسِن,كَمَآ,أَحْسَنَ,ٱللَّهُ,إِلَيْكَ,ۖ,وَلَا,تَبْغِ,ٱلْفَسَادَ,فِى,ٱلْأَرْضِ,ۖ,إِنَّ,ٱللَّهَ,لَا,يُحِبُّ,ٱلْمُفْسِدِينَ]",hope
28,The Stories,Al-Qasas,77,3329,,قَالَ إِنَّمَآ أُوتِيتُهُۥ عَلَىٰ عِلْمٍ عِندِىٓ ۚ أَوَلَمْ يَعْلَمْ أَنَّ ٱللَّهَ قَدْ أَهْلَكَ مِن قَبْلِهِۦ مِنَ ٱلْقُرُونِ مَنْ هُوَ أَشَدُّ مِنْهُ قُوَّةًۭ وَأَكْثَرُ جَمْعًۭا ۚ وَلَا يُسْـَٔلُ عَن ذُنُوبِهِمُ ٱلْمُجْرِمُونَ,"But he said, ""I have been given it only because of the knowledge I possess."" Did he not know that God had destroyed before him people who were stronger than he and possessed even greater resources? The guilty are not required to offer explanations of their sins.",341,20,5,158,88,6236,Meccan,FALSE,,30,"[قَالَ,إِنَّمَآ,أُوتِيتُهُۥ,عَلَىٰ,عِلْمٍ,عِندِىٓ,ۚ,أَوَلَمْ,يَعْلَمْ,أَنَّ,ٱللَّهَ,قَدْ,أَهْلَكَ,مِن,قَبْلِهِۦ,مِنَ,ٱلْقُرُونِ,مَنْ,هُوَ,أَشَدُّ,مِنْهُ,قُوَّةًۭ,وَأَكْثَرُ,جَمْعًۭا,ۚ,وَلَا,يُسْـَٔلُ,عَن,ذُنُوبِهِمُ,ٱلْمُجْرِمُونَ]",hope
28,The Stories,Al-Qasas,78,3330,,فَخَرَجَ عَلَىٰ قَوْمِهِۦ فِى زِينَتِهِۦ ۖ قَالَ ٱلَّذِينَ يُرِيدُونَ ٱلْحَيَوٰةَ ٱلدُّنْيَا يَٰلَيْتَ لَنَا مِثْلَ مَآ أُوتِىَ قَٰرُونُ إِنَّهُۥ لَذُو حَظٍّ عَظِيمٍۢ,"Then he went forth before his people in all his pomp. Those who were eager for the life of this world said, ""If only we had the like of Korah's fortune! He really is a very fortunate man,""",341,20,5,158,88,6236,Meccan,FALSE,,21,"[فَخَرَجَ,عَلَىٰ,قَوْمِهِۦ,فِى,زِينَتِهِۦ,ۖ,قَالَ,ٱلَّذِينَ,يُرِيدُونَ,ٱلْحَيَوٰةَ,ٱلدُّنْيَا,يَٰلَيْتَ,لَنَا,مِثْلَ,مَآ,أُوتِىَ,قَٰرُونُ,إِنَّهُۥ,لَذُو,حَظٍّ,عَظِيمٍۢ]",hope
28,The Stories,Al-Qasas,79,3331,,وَقَالَ ٱلَّذِينَ أُوتُوا۟ ٱلْعِلْمَ وَيْلَكُمْ ثَوَابُ ٱللَّهِ خَيْرٌۭ لِّمَنْ ءَامَنَ وَعَمِلَ صَٰلِحًۭا وَلَا يُلَقَّىٰهَآ إِلَّا ٱلصَّٰبِرُونَ,"but those who had been given knowledge said, ""Woe to you, God's reward is better for those who believe and do good deeds: and it is awarded only to those who are steadfast.""",341,20,5,158,88,6236,Meccan,FALSE,,16,"[وَقَالَ,ٱلَّذِينَ,أُوتُوا۟,ٱلْعِلْمَ,وَيْلَكُمْ,ثَوَابُ,ٱللَّهِ,خَيْرٌۭ,لِّمَنْ,ءَامَنَ,وَعَمِلَ,صَٰلِحًۭا,وَلَا,يُلَقَّىٰهَآ,إِلَّا,ٱلصَّٰبِرُونَ]",hope
28,The Stories,Al-Qasas,80,3332,,فَخَسَفْنَا بِهِۦ وَبِدَارِهِ ٱلْأَرْضَ فَمَا كَانَ لَهُۥ مِن فِئَةٍۢ يَنصُرُونَهُۥ مِن دُونِ ٱللَّهِ وَمَا كَانَ مِنَ ٱلْمُنتَصِرِينَ,"Then We caused the earth to swallow up him and his home: there was no one to help him against God, nor could he defend himself.",341,20,5,158,88,6236,Meccan,FALSE,,17,"[فَخَسَفْنَا,بِهِۦ,وَبِدَارِهِ,ٱلْأَرْضَ,فَمَا,كَانَ,لَهُۥ,مِن,فِئَةٍۢ,يَنصُرُونَهُۥ,مِن,دُونِ,ٱللَّهِ,وَمَا,كَانَ,مِنَ,ٱلْمُنتَصِرِينَ]",divine justice
28,The Stories,Al-Qasas,81,3333,,وَأَصْبَحَ ٱلَّذِينَ تَمَنَّوْا۟ مَكَانَهُۥ بِٱلْأَمْسِ يَقُولُونَ وَيْكَأَنَّ ٱللَّهَ يَبْسُطُ ٱلرِّزْقَ لِمَن يَشَآءُ مِنْ عِبَادِهِۦ وَيَقْدِرُ ۖ لَوْلَآ أَن مَّنَّ ٱللَّهُ عَلَيْنَا لَخَسَفَ بِنَا ۖ وَيْكَأَنَّهُۥ لَا يُفْلِحُ ٱلْكَٰفِرُونَ,"Those who had coveted his position the day before now began to say, ""Ah! It is indeed God alone who gives abundantly to whom He will and sparingly to whom He pleases. Had not God been gracious to us, He would have caused us to be swallowed up also."" Alas indeed! Those who deny the truth will never prosper.",341,20,5,158,88,6236,Meccan,FALSE,,28,"[وَأَصْبَحَ,ٱلَّذِينَ,تَمَنَّوْا۟,مَكَانَهُۥ,بِٱلْأَمْسِ,يَقُولُونَ,وَيْكَأَنَّ,ٱللَّهَ,يَبْسُطُ,ٱلرِّزْقَ,لِمَن,يَشَآءُ,مِنْ,عِبَادِهِۦ,وَيَقْدِرُ,ۖ,لَوْلَآ,أَن,مَّنَّ,ٱللَّهُ,عَلَيْنَا,لَخَسَفَ,بِنَا,ۖ,وَيْكَأَنَّهُۥ,لَا,يُفْلِحُ,ٱلْكَٰفِرُونَ]",divine justice
28,The Stories,Al-Qasas,82,3334,,تِلْكَ ٱلدَّارُ ٱلْءَاخِرَةُ نَجْعَلُهَا لِلَّذِينَ لَا يُرِيدُونَ عُلُوًّۭا فِى ٱلْأَرْضِ وَلَا فَسَادًۭا ۚ وَٱلْعَٰقِبَةُ لِلْمُتَّقِينَ,"As for the abode of the Hereafter, We shall assign it to those who seek neither self-aggrandisement on the earth nor corruption. The righteous shall have a blessed end.",341,20,5,158,88,6236,Meccan,FALSE,,15,"[تِلْكَ,ٱلدَّارُ,ٱلْءَاخِرَةُ,نَجْعَلُهَا,لِلَّذِينَ,لَا,يُرِيدُونَ,عُلُوًّۭا,فِى,ٱلْأَرْضِ,وَلَا,فَسَادًۭا,ۚ,وَٱلْعَٰقِبَةُ,لِلْمُتَّقِينَ]",hope
28,The Stories,Al-Qasas,83,3335,,مَن جَآءَ بِٱلْحَسَنَةِ فَلَهُۥ خَيْرٌۭ مِّنْهَا ۖ وَمَن جَآءَ بِٱلسَّيِّئَةِ فَلَا يُجْزَى ٱلَّذِينَ عَمِلُوا۟ ٱلسَّيِّـَٔاتِ إِلَّا مَا كَانُوا۟ يَعْمَلُونَ,He who does good shall be rewarded with something better. But he who does evil shall be requited according to his deeds.,341,20,5,158,88,6236,Meccan,FALSE,,19,"[مَن,جَآءَ,بِٱلْحَسَنَةِ,فَلَهُۥ,خَيْرٌۭ,مِّنْهَا,ۖ,وَمَن,جَآءَ,بِٱلسَّيِّئَةِ,فَلَا,يُجْزَى,ٱلَّذِينَ,عَمِلُوا۟,ٱلسَّيِّـَٔاتِ,إِلَّا,مَا,كَانُوا۟,يَعْمَلُونَ]",hope
28,The Stories,Al-Qasas,84,3336,,إِنَّ ٱلَّذِى فَرَضَ عَلَيْكَ ٱلْقُرْءَانَ لَرَآدُّكَ إِلَىٰ مَعَادٍۢ ۚ قُل رَّبِّىٓ أَعْلَمُ مَن جَآءَ بِٱلْهُدَىٰ وَمَنْ هُوَ فِى ضَلَٰلٍۢ مُّبِينٍۢ,"He who has entrusted you with the responsibility of the Quran, will surely lead you to a successful end. Say, ""My Lord knows best who is rightly guided and who is in gross error.""",341,20,5,158,88,6236,Meccan,FALSE,,20,"[إِنَّ,ٱلَّذِى,فَرَضَ,عَلَيْكَ,ٱلْقُرْءَانَ,لَرَآدُّكَ,إِلَىٰ,مَعَادٍۢ,ۚ,قُل,رَّبِّىٓ,أَعْلَمُ,مَن,جَآءَ,بِٱلْهُدَىٰ,وَمَنْ,هُوَ,فِى,ضَلَٰلٍۢ,مُّبِينٍۢ]",hope
28,The Stories,Al-Qasas,85,3337,,وَمَا كُنتَ تَرْجُوٓا۟ أَن يُلْقَىٰٓ إِلَيْكَ ٱلْكِتَٰبُ إِلَّا رَحْمَةًۭ مِّن رَّبِّكَ ۖ فَلَا تَكُونَنَّ ظَهِيرًۭا لِّلْكَٰفِرِينَ,"You never expected that this Book would be revealed to you. Yet, by the grace of your Lord, you have received it. So do not support those who reject the truth.",341,20,5,158,88,6236,Meccan,FALSE,,16,"[وَمَا,كُنتَ,تَرْجُوٓا۟,أَن,يُلْقَىٰٓ,إِلَيْكَ,ٱلْكِتَٰبُ,إِلَّا,رَحْمَةًۭ,مِّن,رَّبِّكَ,ۖ,فَلَا,تَكُونَنَّ,ظَهِيرًۭا,لِّلْكَٰفِرِينَ]",divine justice
28,The Stories,Al-Qasas,86,3338,,وَلَا يَصُدُّنَّكَ عَنْ ءَايَٰتِ ٱللَّهِ بَعْدَ إِذْ أُنزِلَتْ إِلَيْكَ ۖ وَٱدْعُ إِلَىٰ رَبِّكَ ۖ وَلَا تَكُونَنَّ مِنَ ٱلْمُشْرِكِينَ,"And let no one divert you from God's revelations, once they have been sent down to you. Call people to your Lord. Never be of those who ascribe partners to God.",341,20,5,158,88,6236,Meccan,FALSE,,18,"[وَلَا,يَصُدُّنَّكَ,عَنْ,ءَايَٰتِ,ٱللَّهِ,بَعْدَ,إِذْ,أُنزِلَتْ,إِلَيْكَ,ۖ,وَٱدْعُ,إِلَىٰ,رَبِّكَ,ۖ,وَلَا,تَكُونَنَّ,مِنَ,ٱلْمُشْرِكِينَ]",hope
28,The Stories,Al-Qasas,87,3339,,وَلَا تَدْعُ مَعَ ٱللَّهِ إِلَٰهًا ءَاخَرَ ۘ لَآ إِلَٰهَ إِلَّا هُوَ ۚ كُلُّ شَىْءٍ هَالِكٌ إِلَّا وَجْهَهُۥ ۚ لَهُ ٱلْحُكْمُ وَإِلَيْهِ تُرْجَعُونَ,"Invoke no god other than God, for there is no god but Him. All things are bound to perish except Himself. His is the judgement, and to Him you shall be returned.",341,20,5,158,88,6236,Meccan,FALSE,,22,"[وَلَا,تَدْعُ,مَعَ,ٱللَّهِ,إِلَٰهًا,ءَاخَرَ,ۘ,لَآ,إِلَٰهَ,إِلَّا,هُوَ,ۚ,كُلُّ,شَىْءٍ,هَالِكٌ,إِلَّا,وَجْهَهُۥ,ۚ,لَهُ,ٱلْحُكْمُ,وَإِلَيْهِ,تُرْجَعُونَ]",hope
29,The Spider,Al-'Ankabut,88,3340,,الٓمٓ,Alif Lam Mim.,342,20,5,159,69,6236,Meccan,FALSE,,1,[الٓمٓ],divine justice
29,The Spider,Al-'Ankabut,1,3341,,أَحَسِبَ ٱلنَّاسُ أَن يُتْرَكُوٓا۟ أَن يَقُولُوٓا۟ ءَامَنَّا وَهُمْ لَا يُفْتَنُونَ,"Do people think that once they say, ""We believe,"" they will be left alone and not be put to the test?",342,20,5,159,69,6236,Meccan,FALSE,,10,"[أَحَسِبَ,ٱلنَّاسُ,أَن,يُتْرَكُوٓا۟,أَن,يَقُولُوٓا۟,ءَامَنَّا,وَهُمْ,لَا,يُفْتَنُونَ]",divine justice
29,The Spider,Al-'Ankabut,2,3342,,وَلَقَدْ فَتَنَّا ٱلَّذِينَ مِن قَبْلِهِمْ ۖ فَلَيَعْلَمَنَّ ٱللَّهُ ٱلَّذِينَ صَدَقُوا۟ وَلَيَعْلَمَنَّ ٱلْكَٰذِبِينَ,"We certainly tried those who have gone before them, so God will certainly distinguish between those who are truthful and those who are lying.",342,20,5,159,69,6236,Meccan,FALSE,,12,"[وَلَقَدْ,فَتَنَّا,ٱلَّذِينَ,مِن,قَبْلِهِمْ,ۖ,فَلَيَعْلَمَنَّ,ٱللَّهُ,ٱلَّذِينَ,صَدَقُوا۟,وَلَيَعْلَمَنَّ,ٱلْكَٰذِبِينَ]",hope
29,The Spider,Al-'Ankabut,3,3343,,أَمْ حَسِبَ ٱلَّذِينَ يَعْمَلُونَ ٱلسَّيِّـَٔاتِ أَن يَسْبِقُونَا ۚ سَآءَ مَا يَحْكُمُونَ,Do those who do evil imagine that they will escape Us? How ill they judge!,342,20,5,159,69,6236,Meccan,FALSE,,11,"[أَمْ,حَسِبَ,ٱلَّذِينَ,يَعْمَلُونَ,ٱلسَّيِّـَٔاتِ,أَن,يَسْبِقُونَا,ۚ,سَآءَ,مَا,يَحْكُمُونَ]",divine justice
29,The Spider,Al-'Ankabut,4,3344,,مَن كَانَ يَرْجُوا۟ لِقَآءَ ٱللَّهِ فَإِنَّ أَجَلَ ٱللَّهِ لَءَاتٍۢ ۚ وَهُوَ ٱلسَّمِيعُ ٱلْعَلِيمُ,"He who hopes to meet God should know that God's appointed hour is sure to come. He is the All Hearing, the All Knowing.",342,20,5,159,69,6236,Meccan,FALSE,,13,"[مَن,كَانَ,يَرْجُوا۟,لِقَآءَ,ٱللَّهِ,فَإِنَّ,أَجَلَ,ٱللَّهِ,لَءَاتٍۢ,ۚ,وَهُوَ,ٱلسَّمِيعُ,ٱلْعَلِيمُ]",hope
29,The Spider,Al-'Ankabut,5,3345,,وَمَن جَٰهَدَ فَإِنَّمَا يُجَٰهِدُ لِنَفْسِهِۦٓ ۚ إِنَّ ٱللَّهَ لَغَنِىٌّ عَنِ ٱلْعَٰلَمِينَ,"And whoever strives, strives only for himself, God is independent of all His creation,",342,20,5,159,69,6236,Meccan,FALSE,,11,"[وَمَن,جَٰهَدَ,فَإِنَّمَا,يُجَٰهِدُ,لِنَفْسِهِۦٓ,ۚ,إِنَّ,ٱللَّهَ,لَغَنِىٌّ,عَنِ,ٱلْعَٰلَمِينَ]",hope
29,The Spider,Al-'Ankabut,6,3346,,وَٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّٰلِحَٰتِ لَنُكَفِّرَنَّ عَنْهُمْ سَيِّـَٔاتِهِمْ وَلَنَجْزِيَنَّهُمْ أَحْسَنَ ٱلَّذِى كَانُوا۟ يَعْمَلُونَ,"as for those who have faith and do good works, We shall certainly cleanse them of their evil deeds and reward them according to the best of their actions.",342,20,5,159,69,6236,Meccan,FALSE,,12,"[وَٱلَّذِينَ,ءَامَنُوا۟,وَعَمِلُوا۟,ٱلصَّٰلِحَٰتِ,لَنُكَفِّرَنَّ,عَنْهُمْ,سَيِّـَٔاتِهِمْ,وَلَنَجْزِيَنَّهُمْ,أَحْسَنَ,ٱلَّذِى,كَانُوا۟,يَعْمَلُونَ]",hope
29,The Spider,Al-'Ankabut,7,3347,,وَوَصَّيْنَا ٱلْإِنسَٰنَ بِوَٰلِدَيْهِ حُسْنًۭا ۖ وَإِن جَٰهَدَاكَ لِتُشْرِكَ بِى مَا لَيْسَ لَكَ بِهِۦ عِلْمٌۭ فَلَا تُطِعْهُمَآ ۚ إِلَىَّ مَرْجِعُكُمْ فَأُنَبِّئُكُم بِمَا كُنتُمْ تَعْمَلُونَ,"We have enjoined man to show kindness to his parents. But if they bid you associate with Me something about which you have no knowledge, do not obey them. To Me you shall all return, and I shall tell you about all that you have done.",342,20,5,159,69,6236,Meccan,FALSE,,23,"[وَوَصَّيْنَا,ٱلْإِنسَٰنَ,بِوَٰلِدَيْهِ,حُسْنًۭا,ۖ,وَإِن,جَٰهَدَاكَ,لِتُشْرِكَ,بِى,مَا,لَيْسَ,لَكَ,بِهِۦ,عِلْمٌۭ,فَلَا,تُطِعْهُمَآ,ۚ,إِلَىَّ,مَرْجِعُكُمْ,فَأُنَبِّئُكُم,بِمَا,كُنتُمْ,تَعْمَلُونَ]",divine justice
29,The Spider,Al-'Ankabut,8,3348,,وَٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّٰلِحَٰتِ لَنُدْخِلَنَّهُمْ فِى ٱلصَّٰلِحِينَ,We shall surely admit those who believe and do good deeds to the company of the righteous.,342,20,5,159,69,6236,Meccan,FALSE,,7,"[وَٱلَّذِينَ,ءَامَنُوا۟,وَعَمِلُوا۟,ٱلصَّٰلِحَٰتِ,لَنُدْخِلَنَّهُمْ,فِى,ٱلصَّٰلِحِينَ]",hope
29,The Spider,Al-'Ankabut,9,3349,,وَمِنَ ٱلنَّاسِ مَن يَقُولُ ءَامَنَّا بِٱللَّهِ فَإِذَآ أُوذِىَ فِى ٱللَّهِ جَعَلَ فِتْنَةَ ٱلنَّاسِ كَعَذَابِ ٱللَّهِ وَلَئِن جَآءَ نَصْرٌۭ مِّن رَّبِّكَ لَيَقُولُنَّ إِنَّا كُنَّا مَعَكُمْ ۚ أَوَلَيْسَ ٱللَّهُ بِأَعْلَمَ بِمَا فِى صُدُورِ ٱلْعَٰلَمِينَ,"Some profess to believe in God, but when they suffer for God's cause they mistake the persecution of man for the punishment of God. But when help comes to you from God, they will say, ""We have always been with you."" Is not God fully aware of what is in the hearts of all creatures?",342,20,5,159,69,6236,Meccan,FALSE,,32,"[وَمِنَ,ٱلنَّاسِ,مَن,يَقُولُ,ءَامَنَّا,بِٱللَّهِ,فَإِذَآ,أُوذِىَ,فِى,ٱللَّهِ,جَعَلَ,فِتْنَةَ,ٱلنَّاسِ,كَعَذَابِ,ٱللَّهِ,وَلَئِن,جَآءَ,نَصْرٌۭ,مِّن,رَّبِّكَ,لَيَقُولُنَّ,إِنَّا,كُنَّا,مَعَكُمْ,ۚ,أَوَلَيْسَ,ٱللَّهُ,بِأَعْلَمَ,بِمَا,فِى,صُدُورِ,ٱلْعَٰلَمِينَ]",hope
29,The Spider,Al-'Ankabut,10,3350,,وَلَيَعْلَمَنَّ ٱللَّهُ ٱلَّذِينَ ءَامَنُوا۟ وَلَيَعْلَمَنَّ ٱلْمُنَٰفِقِينَ,Most certainly God will mark out those who believe and mark out those who are hypocrites.,342,20,5,159,69,6236,Meccan,FALSE,,6,"[وَلَيَعْلَمَنَّ,ٱللَّهُ,ٱلَّذِينَ,ءَامَنُوا۟,وَلَيَعْلَمَنَّ,ٱلْمُنَٰفِقِينَ]",divine justice
29,The Spider,Al-'Ankabut,11,3351,,وَقَالَ ٱلَّذِينَ كَفَرُوا۟ لِلَّذِينَ ءَامَنُوا۟ ٱتَّبِعُوا۟ سَبِيلَنَا وَلْنَحْمِلْ خَطَٰيَٰكُمْ وَمَا هُم بِحَٰمِلِينَ مِنْ خَطَٰيَٰهُم مِّن شَىْءٍ ۖ إِنَّهُمْ لَكَٰذِبُونَ,"Those who deny the truth say to the faithful, ""Follow our way, and we will bear the burden of your sins."" But they will bear none of their sins. They are surely lying.",342,20,5,159,69,6236,Meccan,FALSE,,19,"[وَقَالَ,ٱلَّذِينَ,كَفَرُوا۟,لِلَّذِينَ,ءَامَنُوا۟,ٱتَّبِعُوا۟,سَبِيلَنَا,وَلْنَحْمِلْ,خَطَٰيَٰكُمْ,وَمَا,هُم,بِحَٰمِلِينَ,مِنْ,خَطَٰيَٰهُم,مِّن,شَىْءٍ,ۖ,إِنَّهُمْ,لَكَٰذِبُونَ]",divine justice
29,The Spider,Al-'Ankabut,12,3352,,وَلَيَحْمِلُنَّ أَثْقَالَهُمْ وَأَثْقَالًۭا مَّعَ أَثْقَالِهِمْ ۖ وَلَيُسْـَٔلُنَّ يَوْمَ ٱلْقِيَٰمَةِ عَمَّا كَانُوا۟ يَفْتَرُونَ,"They shall bear their own burdens, and other burdens besides. On the Day of Resurrection they shall be questioned about their false assertions.",342,20,5,159,69,6236,Meccan,FALSE,,12,"[وَلَيَحْمِلُنَّ,أَثْقَالَهُمْ,وَأَثْقَالًۭا,مَّعَ,أَثْقَالِهِمْ,ۖ,وَلَيُسْـَٔلُنَّ,يَوْمَ,ٱلْقِيَٰمَةِ,عَمَّا,كَانُوا۟,يَفْتَرُونَ]",taqwa
